2025.08.06 07:34:36.420,Trades,'963254': accepted market buy 0.21 GBPUSD.sd sl: 1.32460 tp: 1.33870
2025.08.06 07:34:36.423,Trades,'963254': deal #50750858 buy 0.21 GBPUSD.sd at 1.32914 done (based on order #52644517)
2025.08.06 07:34:36.425,Trades,'963254': order #52644517 buy 0.21 / 0.21 GBPUSD.sd at 1.32914 done in 11.354 ms
2025.08.06 08:49:32.799,Network,'963254': scanning network for access points
2025.08.06 08:51:13.421,Network,'963254': scanning network finished
2025.08.06 10:07:29.997,Trades,'963254': deal #50779582 sell 0.32 EURUSD.sd at 1.15900 done (based on order #52672724)
2025.08.06 12:10:12.995,Trades,'963254': market sell 0.4 EURJPY.sd sl: 171.560 tp: 169.950
2025.08.06 12:10:13.008,Trades,'963254': accepted market sell 0.4 EURJPY.sd sl: 171.560 tp: 169.950
2025.08.06 12:10:13.016,Trades,'963254': deal #50810919 sell 0.4 EURJPY.sd at 171.202 done (based on order #52704100)
2025.08.06 12:10:13.030,Trades,'963254': order #52704100 sell 0.4 / 0.4 EURJPY.sd at 171.202 done in 54.766 ms
2025.08.06 12:10:13.033,Trades,'963254': market sell 0.27 GBPJPY.sd sl: 196.920 tp: 195.420
2025.08.06 12:10:13.039,Trades,'963254': accepted market sell 0.27 GBPJPY.sd sl: 196.920 tp: 195.420
2025.08.06 12:10:13.041,Trades,'963254': deal #50810920 sell 0.27 GBPJPY.sd at 196.395 done (based on order #52704101)
2025.08.06 12:10:13.042,Trades,'963254': order #52704101 sell 0.27 / 0.27 GBPJPY.sd at 196.395 done in 9.522 ms
2025.08.06 12:10:13.044,Trades,"'963254': market sell 0.06 XAUUSD.sd, close #52643190 buy 0.06 XAUUSD.sd 3370.02"
2025.08.06 12:10:13.050,Trades,"'963254': accepted market sell 0.06 XAUUSD.sd, close #52643190 buy 0.06 XAUUSD.sd 3370.02"
2025.08.06 12:10:13.051,Trades,'963254': deal #50810921 sell 0.06 XAUUSD.sd at 3362.65 done (based on order #52704102)
2025.08.06 12:10:13.051,Trades,'963254': order #52704102 sell 0.06 / 0.06 XAUUSD.sd at 3362.65 done in 7.524 ms
2025.08.06 12:10:13.052,Trades,'963254': market buy 0.12 XAUUSD.sd sl: 3355.00 tp: 3400.00
